gene,msi,component,r,r_abs
Rpl4,mz.482.10025,0,-0.3292192,0.3292192
Mobp,mz.338.1179,0,-0.3290255,0.3290255
Bc1,mz.429.1528,0,0.3286054,0.3286054
Rpl4,mz.370.1441,0,-0.32832396,0.32832396
Bc1,mz.849.55898,0,0.32802746,0.32802746
Pacs2,mz.482.10025,0,-0.32801306,0.32801306
Pacs2,mz.445.14777,0,-0.32777163,0.32777163
Bc1,mz.862.09285,0,0.32774568,0.32774568
Rpl4,mz.429.14378,0,-0.327732,0.327732
Endod1,mz.289.12287,0,0.327597,0.327597
Mobp,mz.426.12472,0,-0.3274731,0.3274731
Mobp,mz.354.14918,0,-0.32727978,0.32727978
Bc1,mz.651.22691,0,0.3271138,0.3271138
Bc1,mz.428.13762,0,0.32710975,0.32710975
Olfm1,mz.699.22822,0,0.326988,0.326988
Bc1,mz.693.23733,0,0.3269473,0.3269473
Pacs2,mz.289.12398,0,0.32685164,0.32685164
Nrgn,mz.431.08737,0,0.3267614,0.3267614
Endod1,mz.427.13738,0,-0.32660204,0.32660204
Mobp,mz.432.08618,0,-0.3265847,0.3265847
Rpl4,mz.573.23369,0,0.32657662,0.32657662
Nrgn,mz.412.11825,0,0.3265704,0.3265704
Mobp,mz.482.10025,0,-0.32645446,0.32645446
Bc1,mz.338.1179,0,0.3264006,0.3264006
Mobp,mz.428.13762,0,-0.32636064,0.32636064
Rpl4,mz.445.14777,0,-0.32629865,0.32629865
Bc1,mz.326.11793,0,0.32626295,0.32626295
Pacs2,mz.368.12845,0,-0.32619858,0.32619858
Olfm1,mz.429.1528,0,0.32618234,0.32618234
Rpl4,mz.573.22672,0,0.32609552,0.32609552
Bc1,mz.433.08094,0,0.32579756,0.32579756
Nrgn,mz.229.30061,0,-0.32571483,0.32571483
Rpl4,mz.574.22829,0,0.3256446,0.3256446
Nrgn,mz.289.12398,0,-0.32537192,0.32537192
Endod1,mz.697.23266,0,-0.3251871,0.3251871
Endod1,mz.711.25459,0,-0.32513452,0.32513452
Pacs2,mz.848.55532,0,-0.32511443,0.32511443
Olfm1,mz.383.14755,0,0.32487035,0.32487035
Bc1,mz.711.25794,0,0.3248399,0.3248399
Bc1,mz.415.10892,0,0.32474908,0.32474908
Bc1,mz.289.12287,0,-0.3247243,0.3247243
Pacs2,mz.573.22107,0,0.3247096,0.3247096
Nrgn,mz.427.13255,0,0.32444537,0.32444537
Bc1,mz.482.10025,0,0.324346,0.324346
Rpl4,mz.575.23994,0,0.32424533,0.32424533
Mobp,mz.399.14248,0,-0.3238614,0.3238614
Nrgn,mz.651.22691,0,0.32381213,0.32381213
Olfm1,mz.354.14918,0,0.32327718,0.32327718
Pacs2,mz.289.12188,0,0.3231988,0.3231988
Olfm1,mz.170.45622,0,0.3231731,0.3231731
Mobp,mz.712.25852,0,-0.3230525,0.3230525
Endod1,mz.426.13386,0,-0.3228038,0.3228038
Bc1,mz.699.22822,0,0.32278034,0.32278034
Mobp,mz.556.05285,0,-0.32277808,0.32277808
Nrgn,mz.854.20307,0,0.32274586,0.32274586
Rpl4,mz.289.12454,0,0.3227147,0.3227147
Nrgn,mz.848.55532,0,0.32269302,0.32269302
Bc1,mz.399.14248,0,0.3224922,0.3224922
Mobp,mz.326.11793,0,-0.32248688,0.32248688
Nrgn,mz.574.24314,0,-0.32240674,0.32240674
Rpl4,mz.289.12188,0,0.32215136,0.32215136
Olfm1,mz.427.14125,0,0.32212925,0.32212925
Pacs2,mz.433.07846,0,-0.32187074,0.32187074
Olfm1,mz.426.12472,0,0.32179937,0.32179937
Mobp,mz.444.14443,0,-0.32174075,0.32174075
Rpl4,mz.408.12338,0,-0.32173282,0.32173282
Olfm1,mz.554.04133,0,0.32163385,0.32163385
Endod1,mz.555.04915,0,-0.32160616,0.32160616
Rpl4,mz.573.22368,0,0.32160148,0.32160148
Slc17a7,mz.575.23556,0,-0.32153493,0.32153493
Pacs2,mz.429.14378,0,-0.3214755,0.3214755
Mobp,mz.693.23733,0,-0.32135916,0.32135916
Endod1,mz.698.23612,0,-0.32128394,0.32128394
Mobp,mz.412.11825,0,-0.32123885,0.32123885
Mobp,mz.651.22691,0,-0.32120645,0.32120645
Olfm1,mz.554.0519,0,0.321163,0.321163
Endod1,mz.697.2391,0,-0.32114935,0.32114935
Nrgn,mz.328.13352,0,0.320993,0.320993
Rpl4,mz.431.08737,0,-0.32086638,0.32086638
Endod1,mz.426.1394,0,-0.3207037,0.3207037
Olfm1,mz.862.09285,0,0.32031095,0.32031095
